ID,Pulsating,frequency,amplitudeRV,offsetRV,refepochRV,phase,D1_Ps,D1_Tobs,D2_noiseRV_mean,D2_noiseRV_median,D2_noiseRV_stdev,D3_samplingRV_idx,D3_PsRV_mean,D3_PsRV_median,D3_PsRV_stdev,D3_NumRV,D4_noiseRV_mean,D4_noiseRV_median,D4_noiseRV_stdev,ds1_file,ds2_file,ds3_file,ds4_file
RV-10,True,47.65012718597383,0.9834875463691418,-685.9695938911714,2457610.87925076,0.6310625331208156,0.0025,0.25,-0.34187033417613294,-0.7439144580944036,2.524657200829851,172,158.539359999937,41.94437499996275,226.9700263565609,5,1.0134656583356703,-0.5198943815319309,2.641914708248119,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-10.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-10.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-10.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-10.dat
RV-11,False,0.0,0.0,-1060.8372797007464,2457670.25241666,0.0,0.0025,0.25,0.20370449951313355,0.580536902724998,3.389893662725309,216,38.89208816326394,14.817839999683201,73.7302872259531,50,-0.21301963240780403,-0.6728522249963298,3.403534623203977,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-11.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-11.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-11.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-11.dat
RV-12,True,62.384239503683744,1.2960293228054127,627.6886378214631,2457409.7283449695,0.8543066591467234,0.0025,0.25,-0.11131610450994704,0.472211056083645,3.1165294998823674,56,27.080377499999788,11.456270000198856,55.021588968675225,13,-0.23679228694635743,-0.6195655208322128,2.717203795130215,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-12.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-12.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-12.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-12.dat
RV-13,True,50.29490613845202,1.0395889180883762,-792.8859539306518,2457393.335894576,0.6711349414916973,0.0025,0.25,0.955984727865137,0.6098456449114172,3.4841193488050326,230,243.6688116667016,41.01966500002891,401.13534940565586,7,0.942185265729309,0.7302909507852691,1.742582760018436,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-13.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-13.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-13.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-13.dat
RV-14,True,25.584944297772605,0.5154382123769946,-254.88820895035315,2457621.4772834904,0.2967415802692819,0.0025,0.25,-0.21663976263451923,-0.468651786109862,3.528913206111577,9,59.278688749996945,20.501975000137463,91.38902361889741,33,0.2694842779294499,0.6874286062499474,2.534958668164427,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-14.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-14.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-14.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-14.dat
RV-15,True,60.19202146237166,1.249527727989702,727.4949034593756,2457451.1167013394,0.8210912342783585,0.0025,0.25,0.073267498752933,0.44316375876636893,2.9157116701880414,175,7.023263777771758,1.0829800004139543,24.66097384860398,46,0.29441994793320797,-0.6542229503904886,3.3220662332062236,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-15.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-15.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-15.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-15.dat
RV-16,True,56.05132372607399,1.1616947457045996,-1771.5413546206933,2457671.752127113,0.7583533897889998,0.0025,0.25,0.23799007940309957,-0.49153658192440547,3.2705782947836957,91,3.49587471854321,1.0836650002747774,8.065818840754803,605,0.0018040088290433686,-0.46155047189378223,3.111302444667664,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-16.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-16.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-16.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-16.dat
RV-17,True,9.296431126216309,0.16992429661670955,-1334.0164711800712,2457439.7714482686,0.04994592615479254,0.0025,0.25,-0.686728307068074,-0.899055541775305,3.0008310508519713,228,46.51858193547495,9.975050000008196,89.31899321502746,32,-1.0324805851923842,-0.91282324961858,3.1377387475097684,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-17.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-17.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-17.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-17.dat
RV-18,False,0.0,0.0,-667.4526147389088,2460543.42989004,0.0,0.0025,0.25,-0.3966662117825637,0.4826670599456258,2.910950579668858,57,46.832240800000726,3.023209999781102,147.05518027863525,26,0.32543552931140945,0.8772413370887052,2.687198892887489,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-18.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-18.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-18.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-18.dat
RV-19,True,61.339312552621045,1.2738642056616585,90.39115388743903,2457425.1096797744,0.8384744326154704,0.0025,0.25,-0.02125789000192625,-0.43749262993493654,2.860591910398806,142,144.20325899999588,13.456440000096336,230.76794274355265,11,0.06726533671319762,-0.6884960344722637,1.6870063594764615,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-19.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-19.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-19.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-19.dat
RV-20,True,32.34189209881573,0.6587674081566972,944.578495667728,2457418.2057687575,0.39911957725478375,0.0025,0.25,-0.1513033427468798,-0.5692816084352494,3.236287131398335,217,159.12318333336668,121.85186999989673,216.0816971602657,10,0.09831925960437929,0.6266173229250107,2.1650875917722936,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-20.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-20.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-20.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-20.dat
RV-21,True,36.56280613199847,0.7483019482545129,-489.6242724178187,2457406.7081236965,0.46307282018179496,0.0025,0.25,0.17819312373889676,0.5404942787774779,2.9630456325990213,184,17.37646448275813,3.045990000013262,109.84252378071685,117,0.36785549665872114,0.5415234599370932,3.5463358695925717,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-21.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-21.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-21.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-21.dat
RV-22,True,30.07676464284468,0.6107192499997356,-1950.6606210756768,2457475.4976000753,0.36479946428552545,0.0025,0.25,0.16647067986324993,0.6813708899781892,3.168519887563308,287,44.386115714275675,7.9699450000189245,90.3485494824139,29,0.7129387029247545,0.8245008641854665,2.8864620476797596,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-22.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-22.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-22.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-22.dat
RV-23,True,67.76449903198989,1.4101560400725128,288.3237089564627,2457586.2710155807,0.9358257429089377,0.0025,0.25,0.1078564059060323,0.5764447886692906,2.4946545517956986,135,22.74074200000614,8.457489999942482,63.20439575744443,21,0.48411954544956537,0.904021514102503,2.748280742198658,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-23.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-23.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-23.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-23.dat
RV-24,False,0.0,0.0,-2956.3628587826965,2457646.534247021,0.0,0.0025,0.25,-0.4997596155095592,-0.4768888360708109,3.871308912292766,62,51.424609130430646,12.958209999836981,134.65108138150202,24,0.07972119023189239,-0.7736230256159069,2.883260038256886,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-24.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-24.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-24.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-24.dat
RV-25,True,27.599470060857854,0.5581705770484999,-1180.1047777318972,2457414.157247388,0.3272646978917857,0.0025,0.25,-0.4385753541389992,-0.574445698703416,3.374261670754521,265,32.89549196969407,4.042854999890551,102.02819559304335,67,-0.36623225391690983,-0.7301113023571666,3.4251343230283195,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-25.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-25.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-25.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-25.dat
RV-26,True,65.30815585562956,1.358051790876991,1715.9663875359674,2457414.9638435985,0.8986084220549935,0.0025,0.25,-0.01885753835502161,-0.4252889318222465,2.788312622363698,56,27.080377499999788,11.456270000198856,55.021588968675225,13,-0.6941184875477032,-0.9747454130306739,2.944505221582634,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-26.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-26.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-26.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-26.dat
RV-27,False,0.0,0.0,2.050970354935089,2457403.580714315,0.0,0.0025,0.25,-0.06747780804614219,0.4487552224230075,3.1875351082571517,240,53.57837878788511,8.134970000013709,109.30833831606928,34,-1.1078661942780994,-0.9113246840181809,3.2923816909862147,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-27.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-27.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-27.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-27.dat
RV-28,True,36.37335448806424,0.7442832770195442,1640.3027885219708,2457444.884317079,0.46020234072824595,0.0025,0.25,0.1609944095211765,-0.5200414773823876,2.9866903812019423,53,5.418114255321153,2.9777200003154576,6.160086972584179,48,0.5841856431049538,0.7029507632044663,2.9939140262385266,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-28.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-28.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-28.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-28.dat
RV-29,False,0.0,0.0,989.0896104113617,2457699.6824831683,0.0,0.0025,0.25,-0.07641015583213881,-0.542116705149567,3.5128176287619843,213,107.00515200002118,8.496525000082329,198.8044739302971,11,2.894729361147216,3.392599628992396,2.1619026499616223,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-29.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-29.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-29.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-29.dat
RV-30,True,49.64401563499586,1.0257821498332456,-619.3875304878738,2459848.647510741,0.661272964166604,0.0025,0.25,-0.38398784411354847,-0.6163600639636077,3.113164476689526,196,84.78051833335,13.437915000133216,130.46247992643927,7,-1.0243591935314824,-1.1527559066280981,1.4339590079611946,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-30.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-30.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-30.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-30.dat
RV-31,False,0.0,0.0,737.5561993045694,2457553.5654973784,0.0,0.0025,0.25,-0.5288511885257179,-0.4891490539424865,3.0920517385591713,200,81.21044434783171,24.995009999722242,167.08554270930736,24,-0.21296319484328574,-0.6076770386051085,2.567443899157376,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-31.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-31.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-31.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-31.dat
RV-32,True,6.720482464513323,0.11528296136846444,575.8065920223016,2457397.3388592587,0.010916400977474594,0.0025,0.25,0.5011728337634684,0.6249712401006874,2.9261751193979975,50,22.05398538461528,7.054449999937788,49.73469328562982,53,0.22770818068517132,0.7661263355939427,3.588418187925409,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-32.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-32.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-32.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-32.dat
RV-33,True,15.978456298265389,0.31166422450865977,-388.157404564055,2457401.838838576,0.15118873179189984,0.0025,0.25,-0.02766583155821007,0.5809229818534266,2.7382188192560455,55,29.901063333420705,29.895320000126958,0.011391535886872655,4,2.7579008196237815,2.5795414611050935,1.1718733005107163,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-33.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-33.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-33.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-33.dat
RV-34,True,19.20810004831801,0.3801718192067457,305.66234726048606,2457486.487504094,0.20012272800481834,0.0025,0.25,-0.16685596136883674,0.5037978099605172,2.976746317063685,38,16.30356768115788,4.0561100002378225,41.475619769216216,70,0.13098677993549346,0.46302738846185876,2.7645399354238576,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-34.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-34.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-34.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-34.dat
RV-35,True,25.896164066281358,0.5220398438302106,-1772.0624811819912,2457579.5680479305,0.3014570313072933,0.0025,0.25,-0.2991047130785128,-0.47046073622159124,3.2435393571255022,290,162.00161222223608,9.972640000283718,428.9430204323357,10,-1.0792784240898243,-1.3505655215122767,1.9836185797014183,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-35.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-35.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-35.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-35.dat
RV-36,True,70.10407866274268,1.4597834867854507,-36.57139235439627,2457418.9854015927,0.9712739191324647,0.0025,0.25,0.3517846871105675,0.42290799668956147,2.9906296856573134,39,13.899198924732064,7.966250000055879,23.345730679167026,94,0.16133690531567096,0.6539486385280853,3.0707182335120353,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-36.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-36.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-36.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-36.dat
RV-37,True,39.8712119803103,0.8184802541277941,-477.5288449326549,2457487.661255776,0.513200181519853,0.0025,0.25,-0.10320418901689685,0.47507491208657915,3.1869312179493163,328,24.432370000002265,5.894360000034794,57.35775488093857,65,0.5788974394376094,0.6900198242354678,2.6183292663141895,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-37.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-37.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-37.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-37.dat
RV-38,True,19.31488052380596,0.382436859595884,687.7544927680801,2457860.869243292,0.20174061399706,0.0025,0.25,0.05671381189067509,-0.7526067749555627,2.7284698861758216,187,16.301121153850826,4.98797499993816,36.70290701470013,53,-0.4408839295702138,-0.6378845908284194,2.976054545216879,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-38.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-38.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-38.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-38.dat
RV-39,True,56.188482812471015,1.1646041808705974,1542.5796118105627,2457427.8973670737,0.7604315577647124,0.0025,0.25,-0.5400466587288557,-0.5135160566792473,3.473276403408298,12,9.333597391302211,1.0581449999008328,41.872164988580664,93,-0.35115418174330637,-0.47607380428671736,2.9602256711438257,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-39.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-39.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-39.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-39.dat
RV-40,False,0.0,0.0,1164.4963328651866,2457450.033640876,0.0,0.0025,0.25,0.19554444500961052,-0.5090348747102523,2.7760805066673804,175,7.023263777771758,1.0829800004139543,24.66097384860398,46,0.2654997927189502,0.6778038352038598,2.7075058519973156,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-40.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-40.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-40.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-40.dat
RV-41,False,0.0,0.0,-664.8854936202979,2457438.8616783256,0.0,0.0025,0.25,-0.02625197027083911,0.4620688128970442,3.3116677815467215,259,28.383621153851543,6.996855000033975,57.19220872957884,27,-0.6345318307439733,-0.7593069911778398,3.497314739413216,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-41.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-41.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-41.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-41.dat
RV-42,False,0.0,0.0,-1412.340558682305,2457396.205124879,0.0,0.0025,0.25,-0.29518739861139326,0.5700654836237369,3.2745783201641996,317,51.459363999962804,24.89642999973148,66.2400659333618,6,1.0584208398662298,2.26317861337278,2.631635051239249,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-42.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-42.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-42.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-42.dat
RV-43,True,20.8612104024079,0.4152377964147129,392.6885020932832,2457528.0714066266,0.22516985458193783,0.0025,0.25,0.10840401051836154,0.6572226091732505,3.192767837398339,80,118.59928461536765,10.993490000255406,364.9065116499213,14,1.017264585610265,1.660712187734183,3.8196556031745814,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-43.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-43.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-43.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-43.dat
RV-44,True,27.239118611124862,0.5505267584178001,450.2382304415014,2457393.251542575,0.3218048274412858,0.0025,0.25,-0.12446069740468396,0.6268635495738617,3.7617484170479973,31,14.370183846149116,4.962215000065044,38.91806733348887,79,0.20404501062232444,0.7688229739196338,2.598284317781836,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-44.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-44.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-44.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-44.dat
RV-45,True,65.9562051694523,1.3717982914732307,-659.7341025947508,2457404.3163425704,0.9084273510523077,0.0025,0.25,-0.048448666162628856,-0.5190975414238307,2.827327059305987,208,70.99747952379819,32.91685999976471,95.40758261773021,22,0.013861098057340189,0.5321500612293052,3.768997987995591,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-45.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-45.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-45.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-45.dat
RV-46,True,30.220502872354658,0.6137682427469169,148.15295750801306,2457402.92156318,0.36697731624779784,0.0025,0.25,-0.4358374614581461,-0.6905189226306556,3.273313410551414,161,100.15777500000384,14.446490000002086,130.76350244193716,15,0.33213669902495213,0.5333939137489934,2.9221741567033046,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-46.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-46.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-46.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-46.dat
RV-47,True,41.54459219717486,0.8539761981218909,336.0649373707274,2457482.1347868866,0.5385544272299221,0.0025,0.25,0.3202523937785637,0.7008502356104136,3.186926724558722,323,28.06364224489056,7.019749999977648,56.9000575522999,50,0.9625840063345119,0.9548881757014773,3.279800177481887,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-47.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-47.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-47.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-47.dat
RV-48,False,0.0,0.0,-2225.0450529327886,2459712.1028677775,0.0,0.0025,0.25,0.06232167781074272,0.4637603739304843,2.8875830020903157,243,51.0969370588222,3.9978299997746944,121.49469817406114,18,0.4967983780248873,-0.0015635241071237094,4.110399053417943,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-48.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-48.dat,./RV_DATASETS/DS3_ts_files/DS3-RV-RV-48.dat,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-48.dat
