ID,Pulsating,frequency,amplitudeRV,offsetRV,refepochRV,phase,D1_Ps,D1_Tobs,D2_noiseRV_mean,D2_noiseRV_median,D2_noiseRV_stdev,VALID_RECORD,all_times_nhist_numpeaks,all_times_nhist_peak1_bin,all_times_nhist_peak2_bin,all_times_nhist_peak3_bin,all_times_nhist_peak4_bin,all_times_nhist_peak_1_to_2,all_times_nhist_peak_1_to_3,all_times_nhist_peak_1_to_4,all_times_nhist_peak_2_to_3,all_times_nhist_peak_2_to_4,all_times_nhist_peak_3_to_4,all_times_nhist_peak_val,avg_double_to_single_step,avg_err,avgt,cad_probs_1,cad_probs_10,cad_probs_20,cad_probs_30,cad_probs_40,cad_probs_50,cad_probs_100,cad_probs_500,cad_probs_1000,cad_probs_5000,cad_probs_10000,cad_probs_50000,cad_probs_100000,cad_probs_500000,cad_probs_1000000,cad_probs_5000000,cad_probs_10000000,cads_avg,cads_med,cads_std,mean,med_double_to_single_step,med_err,n_epochs,std_double_to_single_step,std_err,total_time,amplitude,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,max_slope,maximum,median,median_absolute_deviation,minimum,percent_amplitude,percent_beyond_1_std,percent_close_to_median,percent_difference_flux_percentile,period_fast,qso_log_chi2_qsonu,qso_log_chi2nuNULL_chi2nu,skew,std,stetson_j,stetson_k,weighted_average,fold2P_slope_10percentile,fold2P_slope_90percentile,freq1_amplitude1,freq1_amplitude2,freq1_amplitude3,freq1_amplitude4,freq1_freq,freq1_lambda,freq1_rel_phase2,freq1_rel_phase3,freq1_rel_phase4,freq1_signif,freq2_amplitude1,freq2_amplitude2,freq2_amplitude3,freq2_amplitude4,freq2_freq,freq2_rel_phase2,freq2_rel_phase3,freq2_rel_phase4,freq3_amplitude1,freq3_amplitude2,freq3_amplitude3,freq3_amplitude4,freq3_freq,freq3_rel_phase2,freq3_rel_phase3,freq3_rel_phase4,freq_amplitude_ratio_21,freq_amplitude_ratio_31,freq_frequency_ratio_21,freq_frequency_ratio_31,freq_model_max_delta_mags,freq_model_min_delta_mags,freq_model_phi1_phi2,freq_n_alias,freq_signif_ratio_21,freq_signif_ratio_31,freq_varrat,freq_y_offset,linear_trend,medperc90_2p_p,p2p_scatter_2praw,p2p_scatter_over_mad,p2p_scatter_pfold_over_mad,p2p_ssqr_diff_over_var,scatter_res_raw
RV-66,True,28.519753915224097,0.5776917497168748,-94.32334558575712,2457406.150793569,0.3412083926549105,0.0025,0.25,-0.0049045950634143,-0.7072968908022248,2.879788715482265,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2457406.2757935687,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,-94.3408982736324,10737418.0,0.0001,101.0,,1.3552527156068804e-20,0.25,11.065941302556382,0.0458893359673528,0.0772768685557532,0.107349603451718,0.1542738126213068,0.274135380879245,5274.906782006013,-86.63927959071587,-94.7551786141052,1.529937254412559,-108.77116219582864,404010.2259532648,0.2178217821782178,0.6633663366336634,25.887567352596797,0.0050034023135732,18.077717947470283,0.1158933528350762,-0.7216608209730756,3.0141678674082657,22.36273452208602,0.8778397706310013,-94.34089827363242,-627.1271978002087,798.8422217017971,1.2904264379362331,0.0827093929178468,0.0318535803518753,0.0074661562020072,28.96,62.70768213734188,0.2134987752314525,-2.824809930836745,-1.4831934873552055,3.235229316540395,0.2547134344571173,0.0223896303230491,0.0045310923708081,0.0006400648504533,23.200000000000003,-0.9893363728955278,-0.9078207676716308,2.290991564098636,0.0286417636806836,0.0013089790193132,0.0001658524871388,9.195412409616312e-05,10.4,0.2580209811918552,-0.0186438667870305,0.9290797925907788,0.1973870241410104,0.0221955803435724,0.8011049723756907,0.3591160220994475,6.164967469857174e-08,1.0249995074929076e-08,0.3252627547782692,0.0,0.3891997642183024,0.3566864634181199,0.0008565169885093,0.0427476418350494,1.6005783734381611,1.0170869673005736,0.9199958679021316,1.2951422235709935,1.554835672354614,1.7736529816921591,0.8185593184815833
RV-67,True,61.34300045658763,1.2739424339276164,-330.68693967824584,2457425.971170077,0.8385303099482975,0.0025,0.25,0.0140794521961915,-0.444685235331225,3.203567295639377,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2457426.0961700766,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.3998503995547307e-10,-330.645677016443,inf,0.0001,101.0,,1.3552527156068804e-20,0.25,10.856391065460002,0.0056739554331002,0.0091854845488059,0.0214909107267166,0.0413845191294998,0.1379859497939598,7295.1063441255965,-324.3961068254377,-330.5405380017506,1.864535612940472,-346.1088889563577,1687874.39322066,0.2475247524752475,0.5643564356435643,225.39415140054575,0.016549715344896,18.452276127903183,-0.0638112331457053,-1.3519137928926064,3.322609910661311,24.08547412346482,0.906655317981792,-330.6456770164429,-2.1954474995757825e-05,2.570480831465955e-05,0.2895279002936493,0.0145417603998455,0.0009593380728444,0.0009769005134145,7.2,395.973806206598,1.5471133517717377,1.6508200973639398,0.989310427797957,1.285061710460493,1.146452511395746e-06,5.75815373318125e-08,3.7987249098850364e-09,3.8682699602872676e-09,7.2,1.5471128831125054,1.6508202780088672,0.9893101168420836,1.1464503759727007e-06,5.7581512518950725e-08,3.798722338344779e-09,3.868269774755617e-09,7.2,1.5471124144535535,1.6508204586534136,0.98930980588602,3.959730686517513e-06,3.959723310982916e-06,1.0,1.0,2.2462253168598068e-09,1.646904335128596e-09,0.3602309000002898,0.0,0.8848513198459711,0.8848511804920154,9.701758328723292e-05,0.0247362133695219,-6.038708083307488,1.0337785642704511,1.0,1.8825412269976969,1.5201841578081,2.1304970324073174,0.947590594523126
RV-68,False,0.0,0.0,-1283.4766510388922,2457677.2195598646,0.0,0.0025,0.25,0.0997121489596874,0.7706178865489914,3.836550807214816,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2457677.344559864,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,1.5132200726561176e-10,-1283.3769388899325,inf,0.0001,101.0,,1.3552527156068804e-20,0.25,12.940373566828384,,,,,,5512.778651854431,-1270.511103755587,-1282.7060331523433,1.9711522516433888,-1296.391850889244,,0.2376237623762376,0.594059405940594,,0.0139043381535038,18.56215207490421,0.1139591076413131,-0.4955454935059395,3.83655080721483,28.62304192170085,0.9042661205133126,-1283.3769388899325,-4.800589443627604e-05,8.410575941824564e-05,0.1564429541941085,0.0110772057432244,0.0022272075490568,0.0005712887052521,29.6,995.037190209988,1.168831057282128,2.201367687907158,1.2005218255497117,1.156488608079549,0.2202065563960753,0.0025735904046826,0.000972181992231,0.0005078562797788,29.6,-0.8182643743183529,-2.6495662808693896,1.4278418116271392,0.0106329431809306,0.0011045172505649,0.0001614600960501,3.9180338408780335e-05,23.200000000000003,-1.681540272516937,0.6030611463841167,-1.6715676999491136,1.407583726160344,0.0679669035636957,1.0,0.7837837837837839,3.942525195199664e-10,3.0845381526756203e-09,0.3464061022715267,0.0,1.0682651543032258,0.8136904382293524,8.787411046497916e-06,-0.0118207776329199,-4.172382555881943,1.0237226335300764,1.2013526097576257,1.9132431044507143,1.8633592742073384,1.7682549036036672,1.0554200438230903
RV-69,True,11.779574478621797,0.2225970343950077,-407.4457223457944,2458988.4865838825,0.0875693102821484,0.0025,0.25,0.5164941333473239,0.5249226165541354,2.89585975975627,True,7.0,4.0,8.0,17.0,21.0,1.1162790697674418,1.4117647058823528,1.5737704918032789,1.2647058823529411,1.4098360655737705,1.114754098360656,7.801980198019802,inf,0.0001,2458988.6115838825,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.0061302211636688e-10,-406.9310140923581,inf,0.0001,101.0,,1.3552527156068804e-20,0.25,7.221728441446032,0.0523996667804924,0.073946809930193,0.10725948241824,0.1551607303969916,0.2367718103039304,3940.562251910417,-399.1642236399536,-406.7329275434127,1.8272267292628044,-413.60768052284567,561.2133990222577,0.2376237623762376,0.3564356435643564,59.937122917491806,0.0204850868567682,18.0077182404176,0.1086082946156678,0.4803144683125911,2.8999149584997608,22.78293676505913,0.9727535823491128,-406.93101409235805,-7.903983578663727e-05,6.187762164490851e-05,0.5464366382688853,0.0304888417706373,0.0067184170351479,0.0035141227001761,29.6,157.57728127594015,0.2448102778988842,2.863185123927931,0.15247761195966,1.6889607282870984,0.3949327327780568,0.0212851878743126,0.0078369178567702,0.0025287922828038,23.200000000000003,-1.363269465506333,-2.006149962303613,0.8809499291525901,0.1736249190755328,0.0151626748477499,0.0012814222138319,0.0006118931017916,20.0,-1.3565053994642315,2.7910518379975326,-1.6597302559956044,0.7227420438519755,0.3177402591919488,0.7837837837837839,0.6756756756756757,1.2076233346647314e-09,5.947959680341341e-09,0.3344145770017169,0.0,0.9123574374228622,0.7075480144218577,4.701429127068694e-05,-0.0223927112335218,6.470919555896305,1.025150814026498,1.0682285931705735,1.416810589646506,1.5782895144738254,1.7879966386369737,0.8989631221147176
RV-70,False,0.0,0.0,242.85863337791943,2458198.0891140136,0.0,0.0025,0.25,-0.1665164814942887,-0.4427189355371722,2.671384807361926,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2458198.214114013,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,242.69211689642515,10737419.0,0.0001,101.0,,1.3552527156068804e-20,0.25,7.303139484669842,0.0185752031141867,0.0309303074937789,0.0578311682898865,0.1077996803647496,0.2112902302245494,4640.061777063247,248.69822902106128,242.41591444238227,1.6731764959905604,234.0919500517216,2134.923806264577,0.2574257425742574,0.4158415841584158,55.470264871728496,0.0064119004873044,17.996263743357094,-0.0441060472645394,-0.2656908340102395,2.671384807361927,21.072654137647977,0.9683023368339656,242.69211689642515,2.108012087598131e-06,9.30135064920202e-06,0.4090972028108788,0.0253552373389315,0.008654293632891,0.0018447356662006,4.0,157.57728127594015,-2.564148557192204,1.6569045676036227,2.7900145129506164,1.1925071429490468,1.0274032615183267e-06,4.1910301316242116e-08,1.725953700183528e-08,5.2786544327801605e-09,10.4,2.099869968844281,2.0209219362055038,2.783705823389306,1.0274012994359016e-06,4.191028734891464e-08,1.7259536902934632e-08,5.2786546033170526e-09,10.4,2.0998704310045184,2.02092225987564,2.7837062161337687,2.5113915579454205e-06,2.511386761817724e-06,2.6,2.6,2.1275758932404187e-12,1.860038900680649e-09,0.3817921675711822,1.0,0.9369257102991017,0.9369254701311422,0.0001159461413403,-0.0002623363318718,7.758809779590552,0.9889741087218654,1.0,1.4548901125934983,1.4008195884212855,2.089402049871728,1.012386782915133
RV-71,True,22.301647929084,0.4457925318290545,-644.0606594572068,2457548.555642242,0.2469946655921818,0.0025,0.25,0.235323643128119,0.673905273131884,3.1889222891998954,True,9.0,4.0,9.0,13.0,17.0,1.1299435028248588,1.2269938650306749,1.351351351351351,1.0858895705521472,1.195945945945946,1.1013513513513515,8.03960396039604,inf,0.0001,2457548.680642242,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,3.563449991812742e-10,-643.8479946043168,inf,0.0001,101.0,,1.3552527156068804e-20,0.25,7.601761504797082,0.0131112873590016,0.0213992978730006,0.0497782719842275,0.096444866352656,0.3487887554527351,4318.029418475854,-635.8274366700384,-643.5034800206553,1.8461366864949011,-651.0309596796326,1024.6327110740574,0.2475247524752475,0.396039603960396,217.95785537535264,0.0100160256410256,18.30373169110591,0.0045687278939089,0.0949215073695146,3.192065993049368,25.91590951448821,0.9609182065252608,-643.8479946043169,-385.3324280059146,414.98609724079535,0.413039516291124,0.0214015954450955,0.0026937287236251,0.0011258060523792,16.8,249.7928658679461,1.084002457462644,0.2051155198564747,1.7356929180105125,1.420855180443093,0.1925609421073175,0.0115349679535688,0.003546654535527,0.0007767518792548,29.6,0.650960377148178,-0.2556161447069092,2.261202941389937,0.0003244228747565,2.6206206222475755e-06,2.1583288359442806e-06,1.136965385299966e-06,4.0,1.5916019512150883,-0.6362371078310807,0.7025548948338558,0.4662046475272214,0.0007854523888408,1.761904761904762,0.238095238095238,1.7320531453535182e-08,9.360148434112148e-09,0.3402766986678581,1.0,0.848830160394474,0.8340628533438217,2.3488146159667732e-05,-0.0204223382186228,5.070142538165766,0.9268090180274566,0.9831260394888066,1.6476038467181109,1.4975218385398317,1.9757610258060907,1.0039716082525063
RV-72,True,41.742743340399066,0.8581794041902832,-253.91508038127267,2458119.525087131,0.5415567172787737,0.0025,0.25,-0.3296416020412195,-0.6903204797425877,3.2090536538168,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2458119.650087131,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,-254.2431767763796,inf,0.0001,101.0,,1.3552527156068804e-20,0.25,15.101732234687162,0.0202640205819306,0.036035682204655,0.0692747278697119,0.1439406595142072,0.3304038581552541,8518.29983653048,-243.6300006395456,-254.1701940851117,1.7047959733127698,-273.83346510891994,73334511.53698777,0.198019801980198,0.7722772277227723,58.44363361555399,0.0067341881262794,18.23403363614946,0.1646839512620716,-1.664978777421178,3.339686492610001,22.47712224853815,0.8424808763840633,-254.24317677637967,-8.963472690825182e-05,5.342695120495873e-05,0.6837500410318021,0.0427684730981302,0.0086218583385492,0.0040196586142292,29.6,157.57728127594015,0.4867900799846738,-2.349662895314156,-0.6234020266531605,1.8579664940288665,0.2069600047122064,0.0198352102531261,0.0012476848730272,0.0010181278226435,20.0,3.130344890085229,-0.0641576942783948,2.931900602930188,0.1930992024931029,0.0029364810727902,0.0050857687292832,0.0005410412846306,13.6,1.2898760503627504,-1.3185031273323082,-0.0696515895076299,0.3026837181609477,0.2824119793860775,0.6756756756756757,0.4594594594594595,1.0148876072868518e-08,4.300835465542718e-09,0.3275816697390935,0.0,0.6379003821791757,0.6514980446432117,0.0001609937217376,0.0193941868525939,4.467741115643916,0.8951187434466993,0.9253361057370604,1.380791684561133,1.473112594340631,1.678500114151284,0.966425251217346
RV-73,True,23.04898506376496,0.4616451377162264,563.6707610808917,2457419.0954619986,0.2583179555115903,0.0025,0.25,0.0583056563200174,-0.5841760145569744,3.154707438431401,True,9.0,4.0,8.0,13.0,17.0,1.1271676300578035,1.2745098039215683,1.392857142857143,1.130718954248366,1.2357142857142858,1.092857142857143,7.801980198019802,inf,0.0001,2457419.2204619986,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,563.7203532554832,10737418.0,0.0001,101.0,,1.3552527156068804e-20,0.25,8.966895418763556,0.0385099275046679,0.0650018292647523,0.1062435669294644,0.17980458182335,0.3016764801507964,4811.628727163396,574.1009945139106,563.3243901589182,1.9042551737002211,556.1672036763835,728.2469023256563,0.2574257425742574,0.4653465346534653,46.62281744951148,0.0083194675540765,18.339136407166283,-0.0542274700524144,0.5477139057994052,3.154949889496109,25.35916637940508,0.9402588464800916,563.7203532554834,-3.540378721336499,3.428653896088244,0.4219538863515123,0.0035841662246268,0.0030197118530878,0.001838589728106,13.6,249.7928658679461,3.0941916900474307,-1.7087258310621698,-2.269969220084128,1.4759975252299975,0.1829775232914828,0.0093421255030463,0.0013924082103065,0.0015267049238947,16.8,2.148860786182623,0.794734968493115,-0.5525846710704088,0.0200576870221567,0.0009071540352273,6.077395049365796e-05,3.000975983280847e-05,7.2,-1.495196768072092,0.6737364377548829,2.651186762825455,0.4336434127284037,0.0475352584036812,1.2352941176470589,0.5294117647058824,4.94932339556442e-09,1.2468156174172408e-08,0.3567874755987355,0.0,0.8088557942018577,0.7826842707671808,3.0112544847645054e-05,0.0132560236268091,-3.5379748170171683,0.9759090423187295,0.9732198102203184,1.6741047399753817,1.7562351900290338,2.105392152750837,1.0087451174788962
RV-74,True,9.47491869134662,0.1737103964831101,-1476.864288948113,2457461.0070235813,0.0526502832022215,0.0025,0.25,-0.4673317136737138,-0.5815318356522331,3.648482747969563,True,10.0,1.0,8.0,13.0,17.0,1.1242937853107344,1.2594936708860758,1.3916083916083917,1.120253164556962,1.237762237762238,1.104895104895105,7.96039603960396,inf,0.0001,2457461.1320235804,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,-1477.3298420400831,10737418.0,0.0001,101.0,,1.3552527156068804e-20,0.25,11.918213253546924,,,,,,6453.756865848963,-1468.3305083765356,-1477.5305897733656,1.9316419931728888,-1492.1669348836294,,0.2574257425742574,0.5841584158415841,,0.0065321906354515,18.57076122456634,-0.0020841323437666,-0.8216124312675819,3.635900062822389,26.697160818755187,0.9156516469008684,-1477.3298420400836,-6.961776432227062e-05,6.563930622474187e-05,0.7079186948884552,0.039886865291932,0.0025862375587046,0.0032597922226824,20.0,157.57728127594015,-2.585912630604277,0.5917683967177172,2.8403720462018582,1.7415415266232217,0.5231272517230515,0.0446600576037633,0.0040819860578064,0.0008917949928635,13.6,3.010179663340281,-0.0152609297865138,2.839454510240282,0.3159958820446606,0.0248545784261802,0.0037857406769925,0.0016019645797757,7.2,-0.9231235154520964,-0.525762511540562,0.9466382306138936,0.738965160124044,0.446373127770628,0.68,0.36,1.443872132966817e-09,3.287179972666365e-09,0.3813443088262249,0.0,0.9350639008363444,0.7397382921780913,5.669701600656957e-06,0.0016501447767041,4.824490685785425,1.0116410865304837,0.960976156707563,1.748286375507539,1.810497189198781,2.0126755507224208,1.0072666865898203
RV-75,True,65.78952373376495,1.3682626246556204,-913.177494239436,2457726.842584816,0.9059018747540144,0.0025,0.25,-0.1902108309137306,0.4581101541358738,3.034813026401395,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2457726.9675848163,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.006130221163669e-10,-913.3500324153756,inf,0.0001,101.0,,1.3552527156068804e-20,0.25,8.039383000531927,,,,,,4740.041841144119,-906.1959486722634,-913.1706499546827,1.9210830556800147,-922.2747146733273,,0.3267326732673267,0.4257425742574257,,0.0150947953145755,18.259249434992498,0.0390673314572203,-0.1622614168917698,3.176171458656735,24.37928584820358,0.9611711519497856,-913.3500324153756,-6.025271990996956e-05,4.2814207250979725e-05,0.6091598474502414,0.0278456137001132,0.0079294682362471,0.0038288349527487,20.0,157.57728127594015,0.7760046704425896,0.1978901474842371,1.894050384141991,1.7012899583707106,0.397246907243622,0.0212092012105621,0.0028605501526596,0.0012667907527074,13.6,-0.5906450466832535,-0.1248812175216761,2.1081810249962785,0.271601811794554,0.0099928559151786,0.0036832250863785,0.0004625622465454,23.200000000000003,-1.2363307614828078,2.574780515688922,-0.2740222572764632,0.6521226060883317,0.445862958518026,0.68,1.16,1.2768099799664869e-08,4.097975070394e-09,0.3337663476031312,0.0,0.8214043048950135,0.7613520017797458,1.1500223867380608e-05,0.004447750299505,-0.5628263036995733,0.9837813939412992,1.17142297491132,1.6130904056003026,1.4964343107267075,1.9251781678725783,0.980894299229847
RV-76,True,36.49626369925248,0.7468904421053554,-48.65453342799174,2457400.793006607,0.4620646015038253,0.0025,0.25,0.3293833782403386,0.4826274830211214,3.105015463432609,True,8.0,4.0,8.0,17.0,21.0,1.1136363636363635,1.4202898550724636,1.5806451612903225,1.2753623188405796,1.4193548387096775,1.1129032258064515,7.762376237623762,inf,0.0001,2457400.9180066064,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,3.563449991812742e-10,-48.34133583487215,inf,0.0001,101.0,,1.3552527156068804e-20,0.25,11.651478664796592,0.0584839494440066,0.115801541809036,0.1657344451317484,0.3259075591400807,0.4942563348613182,6043.638517616382,-39.56663338228008,-48.67211915934602,1.8262496865903015,-62.86959071187326,477515.7620337957,0.2079207920792079,0.6336633663366337,23.7761747647107,0.027056277056277,18.124764448159688,0.239450110811466,-0.4362463955814933,3.2825659680118995,24.068966916983616,0.9103319759601364,-48.34133583487215,-226.04922615170733,295.9633809057848,0.8996223007564496,0.1248208864785163,0.0060206251347444,0.0032976222019142,7.2,99.40475877098726,-1.914008330049358,2.666523732966807,-0.1413608515781199,2.1141732166555,0.4271077376801952,0.0174178993693061,0.0035487984886583,0.0005266052781904,13.6,-1.017876697468544,-1.0711593267271369,2.13318780738787,0.0807051553619505,0.0052637554695195,0.0003069032946892,6.084292230262297e-05,29.6,-0.2523904266630125,0.2214341814546997,-2.3224322172830547,0.4747633949503704,0.0897100430859588,1.888888888888889,4.111111111111112,5.139978442869619e-09,1.5605145398112086e-08,0.3994620709443903,0.0,0.710642103048855,0.539779638778602,0.0041966620012011,-0.0371726028252012,3.2071166292150357,0.7578534780800048,1.0,1.3127566647908695,1.513971073336112,1.561565702489379,1.0102118092383965
RV-77,False,0.0,0.0,1113.6554192942997,2457556.475642115,0.0,0.0025,0.25,0.5149812599533707,0.5721869931768793,3.592908418651632,True,6.0,4.0,8.0,21.0,25.0,1.115606936416185,1.5950413223140496,1.8037383177570088,1.4297520661157026,1.616822429906542,1.130841121495327,7.801980198019802,inf,0.0001,2457556.600642115,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,3.563449991812742e-10,1114.1704005542529,inf,0.0001,101.0,,1.3552527156068804e-20,0.25,11.299496835848458,,,,,,6610.555830552421,1129.5630410630706,1114.2276062874764,2.043499138466359,1106.9640473913737,,0.2475247524752475,0.5346534653465347,,0.0162887672660933,18.62018037500732,-0.0752926258209324,1.1029315606983083,3.5929084186516307,26.61797748718681,0.923108699929302,1114.1704005542529,-286.4489693882605,329.6743271256885,0.4908686127651748,0.0089862284741443,0.0067740343334296,0.0007336291637752,13.6,249.7928658679461,1.208464099880588,-1.837841869978884,2.3196738071612346,1.5053640210872623,0.0235289703008193,0.0013981874350546,0.0001057333479289,1.927866722945341e-05,23.200000000000003,-0.2727661896613722,-1.024857718399292,-2.701027328344496,0.0361826542320635,0.0007570108639943,0.0003286659685887,0.0001112988794546,16.8,-0.8833858753301003,0.084130085324537,1.9713915913196411,0.0479333363122879,0.0737114846847477,1.7058823529411764,1.2352941176470589,1.2307835861591343e-09,1.3357889405707368e-08,0.3473494315646621,0.0,0.7459195918321135,0.7819747099626726,9.989925137213216e-06,-0.0215282720018876,3.987938151628055,1.0136911325005329,0.8193770552914126,1.6351259109083625,1.394840264111242,2.158733550320167,1.018632647789842
RV-78,False,0.0,0.0,1287.2920115404695,2457433.6347025903,0.0,0.0025,0.25,0.2770902457856043,0.836115571486503,3.044212743339236,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2457433.7597025908,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,1.5132200726561176e-10,1287.569101786255,inf,0.0001,101.0,,1.3552527156068804e-20,0.25,9.572215963506435,,,,,,5013.438382999504,1296.6627680065883,1288.128127111956,1.6839878229504848,1277.5183360795754,,0.2673267326732673,0.5445544554455446,,0.0055155981114592,18.22123949774728,-0.0077911326114184,-0.2895460127404803,3.044212743339228,22.771732886902942,0.9021637931618576,1287.569101786255,-7.217976909798239e-05,5.95955123088422e-05,0.446313362477285,0.0507404923651937,0.0036222319892537,0.001622400399105,16.8,249.7928658679461,0.6800568478309744,-1.5397834904795646,-0.0460694254789857,1.607402000576565,1.1957936806820822e-06,1.8110316918657308e-08,4.4484931838910244e-09,3.973672289907712e-09,26.4,-0.2677881845422548,0.5759949703899585,2.0984405148586287,1.1957913253370755e-06,1.8110310290059062e-08,4.4484925941627355e-09,3.9736722435147934e-09,26.4,-0.2677879949891315,0.575994892681874,2.0984403977081425,2.679269278528361e-06,2.6792640011936344e-06,1.5714285714285714,1.5714285714285714,2.3660415848780762e-09,4.896426486489247e-09,0.305333371521037,0.0,0.7376350109868575,0.7376349863001088,5.122753023642502e-06,0.0201553225012958,8.664485512626966,0.9591085549846412,0.92462196973685,1.485782216443861,1.4077275958945052,2.028085025575523,0.9893346401913704
RV-79,True,33.38984018884055,0.6809966100663145,-370.38761370673,2457742.333282337,0.4149975786187961,0.0025,0.25,-0.2973489620229039,-0.5756834652887807,2.996120284829876,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2457742.458282337,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,-370.7065152708911,10737418.0,0.0001,101.0,,1.3552527156068804e-20,0.25,10.060571794879737,0.0135754043470625,0.0240772500924151,0.0344169537494863,0.0718975899455452,0.1190891044464639,8048.457615800834,-361.5230409810962,-370.67863268834384,1.624402582104267,-381.64418457085566,24333.406189009755,0.198019801980198,0.5841584158415841,122.58748170177488,0.0288350634371395,18.24645617446324,0.004574595554586,-0.118413929412841,3.10195801360934,22.98101731909571,0.9275393571393816,-370.70651527089103,-9.093200711326448e-05,6.956647099518143e-05,1.3516943354725525e-06,1.721726340406245e-07,1.368497725642106e-08,1.4144363422995199e-09,23.200000000000003,99999999.9999998,-0.6290767333755257,-0.9606499691649596,2.277909520490246,1.035231927238072,1.3516917248880155e-06,1.7217261757739626e-07,1.3684977085181771e-08,1.4144364823706967e-09,23.200000000000003,-0.6290767688828038,-0.9606501346769888,2.27790924481179,1.3516891143085513e-06,1.7217260111415984e-07,1.3684976913942544e-08,1.4144366224416796e-09,23.200000000000003,-0.6290768043900827,-0.960650300188776,2.277908969133842,0.9999980686576334,0.9999961373190196,1.0,1.0,1.9117671262383487e-15,1.0025431776999774e-14,0.2961700689404275,0.0,0.9987651177749108,0.9987646307621788,6.983763741394783e-05,-1.6650005818519276e-08,-2.1321241613171718,1.0296607092031074,0.9257306916188276,1.651704446890738,1.837735762091793,1.992814600364887,0.94215375414062
