ID,Pulsating,frequency,amplitudeRV,offsetRV,refepochRV,phase,S1_Ps,S1_Tobs,S2_errorRV_dist_idx,S2_errorRV_dist_name,S2_errorRV_dist_loc,S2_errorRV_dist_scale,S2_errorRV_mean,S2_errorRV_median,S2_errorRV_stdev,S3_sampling_idx,S3_Tobs,S3_Ps_mean,S3_Ps_median,S3_Ps_stdev,S3_NumPoints,S4_errorRV_mean,S4_errorRV_median,S4_errorRV_stdev,S1_file,S2_file,S3_file,S4_file
Star-00010,False,0.0,0.0,0.0,2457452.7043,0.0,0.0016,100.0,33,genextreme,2.9451964739378385,0.7552785243632876,3.584200732788276,3.24,1.316640215434115,27,1942.6781400293112,51.123108948139766,16.460710777668282,89.09651192850458,39,3.632307692307692,3.17,1.3250437081101765,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00010.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00010.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00010.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00010.dat
Star-00011,False,0.0,0.0,0.0,2457524.3174,0.0,0.0016,100.0,208,dweibull,2.0716671812338863,0.8788762702816352,2.2762002207964676,2.07,0.9900818829030423,12,1901.7995449714363,29.258454538022097,7.9770146533846855,65.15002373356599,66,1.8881818181818182,1.83,0.50226731109105,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00011.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00011.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00011.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00011.dat
Star-00012,True,60.83,1.44,0.0,2457406.9574,0.1,0.0016,100.0,216,gamma,2.0624242873329535,0.8571448122291435,2.4079184333050674,2.19,0.5375449173214809,8,1186.7713300026953,18.258020461579928,3.0851790667511523,51.28035835810967,66,2.3925757575757576,2.25,0.41774397917812967,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00012.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00012.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00012.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00012.dat
Star-00013,False,0.0,0.0,0.0,2457494.1147,0.0,0.0016,100.0,13,lognorm,1.575894824667007,1.00410144736143,2.8871680453112747,2.58,1.0115215372354645,5,1273.6129461303353,18.19447065900479,2.500171679072082,62.802081749308044,71,2.855633802816902,2.46,1.1950139752784863,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00013.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00013.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00013.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00013.dat
Star-00014,False,0.0,0.0,0.0,2457412.1057,0.0,0.0016,100.0,73,genextreme,1.25568371846727,0.26566181362858754,1.5124324410809424,1.36,0.5286724203353823,5,1273.6129461303353,18.19447065900479,2.500171679072082,62.802081749308044,71,1.5854929577464787,1.37,0.5678171415943999,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00014.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00014.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00014.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00014.dat
Star-00015,True,17.0,0.13,0.0,2457443.4692,0.11,0.0016,100.0,210,gamma,0.9148822993616934,0.23962787917196549,1.3772306043103308,1.3,0.3340378413059371,37,1394.0216059172526,60.60963503988055,20.047370583750308,127.37250408062239,24,1.26875,1.1600000000000001,0.27693730487843876,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00015.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00015.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00015.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00015.dat
Star-00016,True,38.25,0.8,0.0,2457528.075,0.44,0.0016,100.0,75,beta,0.9994417637548133,1572918905617.0923,1.5333697060847025,1.4,0.48427945782753534,151,734.9662495981902,183.74156239954755,187.45105330459774,162.32163159532902,5,1.412,1.39,0.20429390592966787,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00016.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00016.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00016.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00016.dat
Star-00017,False,0.0,0.0,0.0,2457414.2298,0.0,0.0016,100.0,146,dweibull,1.2449275027803925,0.1562721744326246,1.24894465688549,1.25,0.18036002483165098,9,2229.9718383988366,4.069291675910286,1.1051233829930425,13.140082453593227,549,1.2269398907103823,1.22,0.1774236746358826,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00017.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00017.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00017.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00017.dat
Star-00018,False,0.0,0.0,0.0,2457555.145,0.0,0.0016,100.0,55,genextreme,1.5652984165671606,0.3304133917182007,2.1318494104094334,1.7,1.4616501475004042,166,445.7796408608556,89.15592817217112,6.002197154797614,169.85387926307885,6,2.5083333333333333,1.66,1.7175992612429192,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00018.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00018.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00018.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00018.dat
Star-00019,False,0.0,0.0,0.0,2458556.4126,0.0,0.0016,100.0,44,lognorm,0.9485689216836344,0.43762357043332845,1.6563517383721857,1.39,0.7915363450262851,82,1624.6561819706112,101.5410113731632,7.9481419359799474,350.1857066621248,17,2.31,1.53,1.585248171330244,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00019.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00019.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00019.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00019.dat
Star-00020,False,0.0,0.0,0.0,2457809.7723,0.0,0.0016,100.0,168,lognorm,1.0262751913457084,0.36801804292602935,1.483817378921937,1.4,0.31278357701124826,130,2221.0313720195554,46.27148691707407,4.540449448861182,93.87128190659816,49,1.4859183673469387,1.36,0.3690855681294192,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00020.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00020.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00020.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00020.dat
Star-00021,False,0.0,0.0,0.0,2457398.7577,0.0,0.0016,100.0,96,expon,1.0861831594625653,0.7582700437326291,1.8088931377097965,1.61,0.6392576016222009,45,1531.8016589498147,63.82506912290895,21.007394982967526,129.56838381611942,25,1.9116,1.63,0.7019782332807764,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00021.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00021.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00021.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00021.dat
Star-00022,False,0.0,0.0,0.0,2457430.2093,0.0,0.0016,100.0,14,dweibull,1.9615004376481475,0.4185560371036616,1.9838999376009985,1.96,0.4929019722071406,55,923.663251996506,17.104875036972334,3.5028300306294113,42.23737011677288,55,1.8054545454545456,1.83,0.370551521049457,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00022.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00022.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00022.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00022.dat
Star-00023,False,0.0,0.0,0.0,2459072.1123,0.0,0.0016,100.0,126,t,1.4287241949259557,0.21111756902139603,1.4582304283131469,1.43,0.3001949278286158,52,1652.7024844205007,91.81680469002782,19.921451337402686,236.29329502201364,19,1.4405263157894737,1.42,0.23665372625332665,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00023.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00023.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00023.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00023.dat
Star-00024,False,0.0,0.0,0.0,2457501.9354,0.0,0.0016,100.0,13,lognorm,1.575894824667007,1.00410144736143,2.8871680453112747,2.58,1.0115215372354645,26,1400.983610986732,8.98066417299187,2.9778448313008994,13.25075328608637,157,2.8274522292993627,2.47,1.073352925414111,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00024.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00024.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00024.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00024.dat
Star-00025,False,0.0,0.0,0.0,2457404.1914,0.0,0.0016,100.0,48,dweibull,1.394029074261725,0.5016796127582368,1.6132116286139422,1.39,0.8485553349888907,127,2015.6698773931712,17.37646446028596,3.0459911013022065,109.84252421431833,117,1.5035042735042732,1.37,0.8063670944472984,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00025.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00025.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00025.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00025.dat
Star-00026,False,0.0,0.0,0.0,2457461.3396,0.0,0.0016,100.0,202,dweibull,1.5928709130173422,0.3132377457027171,1.5954639125773988,1.6,0.31079324269141023,88,121.78429171675816,24.356858343351632,25.854843494016677,11.730584693373498,6,1.43,1.4049999999999998,0.2155612828563299,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00026.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00026.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00026.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00026.dat
Star-00027,False,0.0,0.0,0.0,2457537.8074,0.0,0.0016,100.0,100,genextreme,1.4482347900180714,0.33503971294682233,1.7469730084318655,1.58,0.65980211439049,231,1187.7929045916535,13.497646643086972,2.5106708840467036,47.51545989306147,89,1.7896629213483146,1.59,0.6008373360199171,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00027.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00027.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00027.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00027.dat
Star-00028,False,0.0,0.0,0.0,2458289.4506,0.0,0.0016,100.0,83,dweibull,1.5494956216634412,0.3347568840350313,1.6168634101854373,1.55,0.37309100028895376,152,1225.8246573423967,136.20273970471075,34.90359433460981,216.41283019083383,10,1.4360000000000002,1.53,0.16906803364326448,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00028.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00028.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00028.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00028.dat
Star-00029,False,0.0,0.0,0.0,2457631.5926,0.0,0.0016,100.0,176,gamma,1.0074379809452312,0.4978709653837742,1.102492120126078,1.02,0.20189130015023768,185,1423.1832971968688,88.9489560748043,8.474980854662135,180.41207529776509,17,1.0588235294117647,1.01,0.1014531101741777,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00029.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00029.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00029.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00029.dat
Star-00030,False,0.0,0.0,0.0,2457570.3336,0.0,0.0016,100.0,149,beta,0.9785201484287704,0.9483528814632585,1.3259096654453528,1.27,0.2814524724489549,71,1867.886244383175,124.52574962554499,32.994018212426454,235.73705065511453,16,1.274375,1.2149999999999999,0.2532530540289692,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00030.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00030.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00030.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00030.dat
Star-00031,False,0.0,0.0,0.0,2457400.4663,0.0,0.0016,100.0,198,lognorm,0.8389080128624955,0.5504877477950418,1.4569746084062654,1.39,0.3039060136249606,81,386.0132698160596,96.5033174540149,44.44100819667801,93.97382603752874,5,1.524,1.47,0.4182152555801856,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00031.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00031.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00031.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00031.dat
Star-00032,False,0.0,0.0,0.0,2459514.2,0.0,0.0016,100.0,47,genextreme,1.1697168729868328,0.20761794126391225,1.3587493000111996,1.25,0.378872440559208,171,2068.0949558354914,121.65264446091126,18.022018751129508,194.81198536309654,18,1.41,1.24,0.43288438281934927,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00032.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00032.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00032.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00032.dat
Star-00033,False,0.0,0.0,0.0,2457496.3977,0.0,0.0016,100.0,8,genextreme,1.1768065253519029,0.15914502758847165,1.3556928689140975,1.24,0.43184914822886655,144,2088.089735415764,90.786510235468,26.94728226121515,162.15150220065254,24,1.3533333333333335,1.245,0.32749893977775796,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00033.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00033.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00033.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00033.dat
Star-00034,False,0.0,0.0,0.0,2457544.6035,0.0,0.0016,100.0,30,lognorm,0.9616705898846161,0.5604354683669818,1.6722558039071371,1.52,0.5172027866202523,208,83.78842659620568,3.642975069400247,1.0088911722414196,5.985096305077721,24,1.82125,1.5150000000000001,0.7514115189650298,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00034.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00034.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00034.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00034.dat
Star-00035,False,0.0,0.0,0.0,2457427.5983,0.0,0.0016,100.0,169,dweibull,1.1781472832464555,0.22389015428173714,1.2060539831362698,1.18,0.25251819509641815,4,1188.8043786333874,21.61462506606159,3.01972922263667,68.29483935495031,56,1.1246428571428573,1.105,0.1920933951206537,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00035.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00035.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00035.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00035.dat
Star-00036,False,0.0,0.0,0.0,2457392.9723,0.0,0.0016,100.0,43,genextreme,1.2721939113468728,0.22644876015477033,1.4648759219852483,1.36,0.4019265886759384,132,1466.0472192885354,244.3412032147559,63.321768511552364,303.8230782258687,7,1.5671428571428572,1.34,0.4968964906788732,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00036.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00036.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00036.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00036.dat
Star-00037,False,0.0,0.0,0.0,2457519.3986,0.0,0.0016,100.0,131,genextreme,2.115243886675622,0.5569637178194149,4.028144189692965,2.36,6.0228083910729175,190,1457.0199311668985,161.89110346298872,24.879015397280455,276.22038327344,10,4.692,2.33,5.508371447170207,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00037.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00037.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00037.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00037.dat
